database,name,organism,cell_type,cell_component,phenotype,channels,microscopy,dir_name,path,filename
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1588.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1616.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1663.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1673.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1683.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1725.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1726.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1737.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1740.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1767.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1771.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1786.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1794.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_180.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1805.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1814.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1825.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1845.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_185.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1854.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_187.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1897.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1927.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1940.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1958.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_196.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1966.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1970.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1972.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_1986.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_200.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_204.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2045.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2065.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_207.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_208.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2094.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2102.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2104.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2107.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2142.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2154.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2170.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2183.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2188.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2202.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_222.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2222.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2232.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_224.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2276.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2278.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2295.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2306.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2313.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2321.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2322.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2324.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2343.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2370.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2384.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2399.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2400.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2420.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2424.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2455.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2456.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2477.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2491.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2494.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2498.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2506.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2508.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_251.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2522.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2533.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_257.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2571.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2572.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2599.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_260.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2610.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2630.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2634.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2648.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2664.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2667.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2680.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_278.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2783.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2789.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2790.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2814.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_283.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2844.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2852.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2874.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2900.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_292.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2925.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2936.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2955.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_2963.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3013.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3015.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3049.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3066.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3072.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3083.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3091.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3096.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3101.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3102.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3107.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3157.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3165.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3191.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3206.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3210.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_322.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3238.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3249.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3250.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3271.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3282.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3283.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3295.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_33.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_331.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3329.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3337.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3339.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3355.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3366.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3396.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3409.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3455.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_3464.jpeg
Kaggle,Blood Cell Images,human,NEUTROPHIL,,,brightfield,brightfield,kag_blood_cell,M:/ferrero/stan_data/kag_blood_cell,_0_348.jpeg
