database,name,organism,cell_type,cell_component,phenotype,channels,microscopy,dir_name,path,filename
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A03_s2_w1137713EE-65CF-4756-93B1-F03A22E9D884.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A03_s3_w1E4D79091-926E-49A1-B1BD-60C35FE339D3.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A03_s4_w1BCBE310F-C49D-4FA4-B309-F5FCDD175E8D.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A03_s5_w1DCC2142F-872B-4463-BDE7-37398323E060.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A03_s6_w16C05E1CD-9558-46B1-8520-268D98B339CE.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A03_s7_w19C27DEEA-58B9-488D-B0F6-A79EDAD3A18F.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A03_s8_w1F9B7A3D4-6266-4D62-A7E0-7DBF315EB2A8.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A03_s9_w18E539DB2-F9A3-486C-8552-9CCA2D736275.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A05_s1_w1C646F5BC-FE88-4EF2-B796-1A27791AAAF8.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A05_s2_w10009B9AB-19EC-41D5-A02C-5E59E64EC51C.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A05_s3_w1EC1F9093-48B5-45D7-A6C4-35772B5E2985.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A05_s4_w1AF7B7E9F-A764-4CFE-A534-114B81034801.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A05_s5_w1D0BA6DD9-BFEC-4416-B730-02BD5CE032B0.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A05_s6_w191670C61-2C49-4D1E-AE20-044C7E6A7A40.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A05_s7_w11033E53B-55BC-45CF-9E61-7B1475B99FEF.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A05_s8_w1C9A9ABE8-E576-4F89-8110-7F0A11F36201.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A05_s9_w1A1DFB8D6-5CEC-4568-9E0C-372279E8FCB7.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A07_s1_w13F79EEF4-303E-416E-812D-93A57A227535.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A07_s2_w110C1E771-4C5F-4CBB-A442-DB95A57AFA21.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A07_s3_w10B6D0900-E140-455D-A4E2-EBD0CA04692A.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A07_s4_w12416B745-8D8F-486C-BFFE-5F060BE46BBA.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A07_s5_w102D384A8-867A-446A-9490-ADD1EAA5027B.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A07_s6_w1B35E1720-04BE-44D3-BE72-AD698EDAFC72.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A07_s7_w1D4C32AEE-A0B8-40B7-824D-B07785F6B8EB.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A07_s8_w142583C90-B11A-46D5-A653-9F2E4D7B9777.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A07_s9_w14FFBFB50-3B26-4B0F-9803-36EC31B3A240.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A09_s1_w13B05DEE4-1884-4107-9296-AD23A26617BF.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A09_s2_w1CC2DE385-B06C-4E48-A8CD-1D23C42E443B.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A09_s3_w1D4CEE3D2-9EFB-414A-8070-0675777A91A1.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A09_s4_w17519D3EA-4506-46F5-9859-3EBCE3E6C716.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A09_s5_w15AAAC0C1-7F39-46D9-AD96-9C200139E6ED.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A09_s6_w1869B4332-696F-451D-80FD-AD0876F6BD8D.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A09_s7_w1EB13FBD1-947A-4854-BCDD-66A89DD7B0E4.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A09_s8_w1D56488E8-12ED-4EB4-B819-1E82A2E5907F.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A09_s9_w181B1CFA2-A374-4C7D-89B4-B6E24DE2F698.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A11_s1_w1128621F5-1718-4259-B1B2-374EE68F3E51.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A11_s2_w1001C6B87-CCE6-4FBD-A505-853833C5402B.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A11_s3_w1663636AE-8E9B-4D9A-A751-40D420578982.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A11_s4_w1A5F8E9C7-0296-439F-9817-34152D7A7B78.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A11_s5_w1F43E9860-7C95-47FE-A653-F1490838012A.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A11_s6_w19C82DF89-1789-4E29-916E-50D4E7C2B6B3.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A11_s7_w141EDA1A9-03AF-4EAD-AA69-6E74B97B35BD.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A11_s8_w193F5489B-BA43-44F6-99DD-7FA210A93422.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A11_s9_w1809927E6-F1A0-4136-BE91-3E654753E051.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A13_s1_w1FF65CC7D-A865-4D5B-9691-DB0D6E789041.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A13_s2_w1ED4ABC10-8E86-4477-98C2-4D802F7F7DF5.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A13_s3_w186354AC7-7B07-42FF-AC5C-D3FC19C701FE.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A13_s4_w12C7567AD-A2E2-470B-AB5A-0EA7CFB80D44.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A13_s5_w17EBEBE82-CF9E-4012-9662-7284E0F0EA25.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A13_s6_w1FA0C3B41-B05A-41C6-AB00-7DA1939B40DD.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A13_s7_w1A23CFF5E-768D-4FB6-8518-74DBAF621629.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A13_s8_w1A8742FA2-FB16-431A-BE47-75A7456CC915.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A13_s9_w197E191C6-D72F-4780-B8C5-FC7DCF05B023.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A15_s1_w1CD385A01-17E0-4B31-A773-1A8999A3A261.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A15_s2_w1CB757790-8C97-489A-8DD7-A5B4DA4814DC.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A15_s3_w170B03C60-0907-404D-BE19-1B383885619C.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A15_s4_w15721F296-8961-401C-BE3B-266C7FD8F536.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A15_s5_w1175BBBD7-CD4B-4552-A4B0-3D2B2E5B365F.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A15_s6_w1B6776B13-9303-41AC-86B6-1FA77075602B.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A15_s7_w126FE7EFF-2E61-4CCC-B380-9D20F36CB826.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A15_s8_w1EAE5BDDA-EA5E-4A16-BFEB-88B9E5D337E2.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A15_s9_w103C49D70-3E5A-41A6-9D4D-8E3571B6C36B.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A17_s1_w1CCEE899F-5119-468D-A440-B95F037CE3A4.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A17_s2_w106C94965-023C-4FDA-B5CA-656F30A843A4.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A17_s3_w1109071D6-2093-4EDC-8D86-6C10D8A6F4F9.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A17_s4_w1FAF1D380-4614-4509-9E5A-61406D7D7D91.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A17_s5_w1F6955D3B-10CE-4EDB-AB3E-00809D7FF1C6.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A17_s6_w150D33181-611E-4213-AEB7-4F3C299F1DD5.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A17_s7_w1B2460223-FA47-4D0F-9AAC-EC28BA22D374.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A17_s8_w121798A3A-2FE1-496E-965E-A4FB169BF108.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A17_s9_w1F2B028CA-BD55-4021-8FF4-E10BA7E932D2.png
Broad Bioimage Benchmark Collection,Human Hepatocyte and Murine Fibroblast cells – Co-culture experiment,human|mouse,hepatocyte|fibroblast,nucleus,,f_nucleus,fluorescence (?),bbbc026,/ferrero/stan_data/bbbc026,ADSASS092408-GHAD2-D6-20x_A19_s1_w170884C61-F655-4DF4-AB9C-E5CB5E93A19A.png
