TableNumber,ImageNumber,"Image_FileName_DAPI","Image_PathName_DAPI","Image_FileName_Tubulin","Image_PathName_Tubulin","Image_FileName_Actin","Image_PathName_Actin","Image_Metadata_Plate_DAPI","Image_Metadata_Well_DAPI",Replicate,"Image_Metadata_Compound",Image_Metadata_Concentration
4,715,"G10_s3_w193C9C2E7-93AC-440B-8507-BDFB981B128D.tif","Week4/Week4_27542","G10_s3_w2038A3485-DAFB-4AFC-BA53-B8858B6022E3.tif","Week4/Week4_27542","G10_s3_w479705628-59EF-4287-8EC3-1B72CE567172.tif","Week4/Week4_27542","Week4_27542","G10",3,"5-fluorouracil",0.003000
4,716,"G10_s4_w1B9BD2901-7DFC-4348-9E5E-232B2A584275.tif","Week4/Week4_27542","G10_s4_w2C69837B5-B4F9-4F5B-BB94-FA922CD24327.tif","Week4/Week4_27542","G10_s4_w455D08237-5A3E-493D-8C2D-CBF01A8A09A3.tif","Week4/Week4_27542","Week4_27542","G10",3,"5-fluorouracil",0.003000
4,231,"G09_s3_w1A2AA807B-0ABF-4715-812A-0AA17E329CD6.tif","Week4/Week4_27481","G09_s3_w2C65E8F98-6CAA-40C7-8902-7B4437FE8B9B.tif","Week4/Week4_27481","G09_s3_w48F9EBC46-0689-4E13-912C-46D60A32B5ED.tif","Week4/Week4_27481","Week4_27481","G09",1,"5-fluorouracil",0.010000
4,232,"G09_s4_w157C4A0B7-0533-4C0D-A761-082309C13509.tif","Week4/Week4_27481","G09_s4_w2100A7AFF-8039-4E9A-9EFF-CA65207EEB0E.tif","Week4/Week4_27481","G09_s4_w4D1F81D97-2224-4DEF-AFAF-219A7848350F.tif","Week4/Week4_27481","Week4_27481","G09",1,"5-fluorouracil",0.010000
4,229,"G09_s1_w1749C1499-6282-47C4-903A-C811F35CBB2D.tif","Week4/Week4_27481","G09_s1_w21FEEDBAE-5C27-49CA-A300-AF5720B60A03.tif","Week4/Week4_27481","G09_s1_w4E617B9BC-7D56-420B-85CF-5221A6D8A96B.tif","Week4/Week4_27481","Week4_27481","G09",1,"5-fluorouracil",0.010000
4,230,"G09_s2_w185110702-7F1B-4BA3-948D-9BA107298669.tif","Week4/Week4_27481","G09_s2_w2A408A5DF-777F-4B44-933B-C5E7E4D9CE32.tif","Week4/Week4_27481","G09_s2_w4E5CB5366-C5CE-4D74-906D-CAA407C9595C.tif","Week4/Week4_27481","Week4_27481","G09",1,"5-fluorouracil",0.010000
4,471,"G09_s3_w1B1BAB1EA-D518-45D3-B66A-DADBA9BBD286.tif","Week4/Week4_27521","G09_s3_w2EDC4F781-48B9-47D4-9B57-728B3E0F15D9.tif","Week4/Week4_27521","G09_s3_w4B5B9094E-CC39-470B-830D-E01FD1B50BB7.tif","Week4/Week4_27521","Week4_27521","G09",2,"5-fluorouracil",0.010000
4,472,"G09_s4_w12775B0FC-9EEA-41E2-BB4A-C0D9EE2C22EE.tif","Week4/Week4_27521","G09_s4_w222093196-B166-41BF-AD40-669EDBD69C8B.tif","Week4/Week4_27521","G09_s4_w487582346-3F14-443A-B103-9FF07CC2F035.tif","Week4/Week4_27521","Week4_27521","G09",2,"5-fluorouracil",0.010000
4,469,"G09_s1_w1E85669FD-9A6E-4932-9472-0AAC8EC59A2B.tif","Week4/Week4_27521","G09_s1_w2B08EB58C-86C8-449D-AF1C-60026722D8D7.tif","Week4/Week4_27521","G09_s1_w45EA9B4B4-7175-4A26-BF59-DA7E46792077.tif","Week4/Week4_27521","Week4_27521","G09",2,"5-fluorouracil",0.010000
4,470,"G09_s2_w18040757C-8B7C-421D-951D-BA1687C67A45.tif","Week4/Week4_27521","G09_s2_w286A6149A-F9C1-4507-BED5-073DB0D52D5F.tif","Week4/Week4_27521","G09_s2_w44B754CF7-BC7F-43D0-B58D-39C0CB4C43DE.tif","Week4/Week4_27521","Week4_27521","G09",2,"5-fluorouracil",0.010000
4,711,"G09_s3_w1F7B17614-B628-49DC-9D9B-14345CEAEAB3.tif","Week4/Week4_27542","G09_s3_w210C9DC22-6056-4433-8722-A01F12E832E1.tif","Week4/Week4_27542","G09_s3_w4F9C7B13F-613D-4662-8FBF-153C974E33E5.tif","Week4/Week4_27542","Week4_27542","G09",3,"5-fluorouracil",0.010000
4,712,"G09_s4_w1286FECCC-A79A-4706-9577-B250856D01D9.tif","Week4/Week4_27542","G09_s4_w2714167CF-AFEB-4B2D-AC3E-A1C520ED387D.tif","Week4/Week4_27542","G09_s4_w4492BD305-CE2E-45D3-BFB3-4D9E958B6379.tif","Week4/Week4_27542","Week4_27542","G09",3,"5-fluorouracil",0.010000
4,709,"G09_s1_w1595C4320-CF12-4FB0-B0A1-39C8BABEDDED.tif","Week4/Week4_27542","G09_s1_w2A8C0D132-F6D1-4D8E-BBAD-BD812F05B9EB.tif","Week4/Week4_27542","G09_s1_w47F8BC1AF-B72E-4E0A-9AA2-4353D93E0F70.tif","Week4/Week4_27542","Week4_27542","G09",3,"5-fluorouracil",0.010000
4,710,"G09_s2_w18CC981B5-5D27-4559-845F-24471CD3FABF.tif","Week4/Week4_27542","G09_s2_w291116CAB-829D-461C-A0BF-2321D7DA2084.tif","Week4/Week4_27542","G09_s2_w4DBEF3FD1-AAFC-4115-83A3-850DB6CBF676.tif","Week4/Week4_27542","Week4_27542","G09",3,"5-fluorouracil",0.010000
4,225,"G08_s1_w1843B6806-3451-4064-B2B0-A92727750F5A.tif","Week4/Week4_27481","G08_s1_w22D3B54D8-EFC2-4671-A65A-A2C67795BD60.tif","Week4/Week4_27481","G08_s1_w42451D3E8-7606-49FE-8263-387C0D33171F.tif","Week4/Week4_27481","Week4_27481","G08",1,"5-fluorouracil",0.030000
4,226,"G08_s2_w1091BA3E2-3577-4DB2-94B6-EDDC3CB92851.tif","Week4/Week4_27481","G08_s2_w2A80ED2D7-37B1-41D0-B312-10A53A3E304E.tif","Week4/Week4_27481","G08_s2_w497516F47-5629-4A0C-BCEC-C9E6F00405AB.tif","Week4/Week4_27481","Week4_27481","G08",1,"5-fluorouracil",0.030000
4,227,"G08_s3_w10C839CD0-E430-4F8D-9C4D-46B8E9214D71.tif","Week4/Week4_27481","G08_s3_w26E6D809A-A48B-444A-8EB7-9B6D3B84078C.tif","Week4/Week4_27481","G08_s3_w4C66BCD1E-5592-4E75-B13C-1A5AC8FA907B.tif","Week4/Week4_27481","Week4_27481","G08",1,"5-fluorouracil",0.030000
4,228,"G08_s4_w100084672-D997-4E3A-84A0-0D68D55C899B.tif","Week4/Week4_27481","G08_s4_w22A23EDED-4E0E-4EFA-94C9-1C63A29EFF07.tif","Week4/Week4_27481","G08_s4_w4EC0ABF4D-481B-4FC7-9919-C4507D6B37B1.tif","Week4/Week4_27481","Week4_27481","G08",1,"5-fluorouracil",0.030000
4,465,"G08_s1_w146E8D973-EC74-4AEB-8EED-7851D38A9949.tif","Week4/Week4_27521","G08_s1_w22689E9FF-D37A-4663-A986-BEA6032E62BB.tif","Week4/Week4_27521","G08_s1_w45BBDDB1A-8D87-47CC-BE81-BB9C48E5CBB5.tif","Week4/Week4_27521","Week4_27521","G08",2,"5-fluorouracil",0.030000
4,466,"G08_s2_w1DF99918D-2646-4A63-A6C8-54EF0BC0C899.tif","Week4/Week4_27521","G08_s2_w239966067-E97D-4C1D-9812-3D575FCAF228.tif","Week4/Week4_27521","G08_s2_w447CC4894-30ED-43CE-B44C-18B268D703A3.tif","Week4/Week4_27521","Week4_27521","G08",2,"5-fluorouracil",0.030000
4,467,"G08_s3_w1824800E8-CCC5-44B8-B8F5-207C56F54CEE.tif","Week4/Week4_27521","G08_s3_w2E58DCFDE-C5B9-4481-ADBD-08F7F7F480B9.tif","Week4/Week4_27521","G08_s3_w47B633FD4-FFB8-4B6D-8420-A4BEA169D4B9.tif","Week4/Week4_27521","Week4_27521","G08",2,"5-fluorouracil",0.030000
4,468,"G08_s4_w106A1B268-71FC-4B78-B6A3-62D1AB218D5E.tif","Week4/Week4_27521","G08_s4_w2DC498B73-6E2F-4D0D-A67C-71992C48CAFF.tif","Week4/Week4_27521","G08_s4_w47B996AF8-3A18-4546-9A96-C3414D428790.tif","Week4/Week4_27521","Week4_27521","G08",2,"5-fluorouracil",0.030000
4,705,"G08_s1_w1F7CCE15D-5E7A-4AEE-9047-4E78E8DA4050.tif","Week4/Week4_27542","G08_s1_w2E78857FA-008C-4344-8BE6-307EA44D1477.tif","Week4/Week4_27542","G08_s1_w4FCD55C38-2D9E-4DE8-9C59-D2C3FCBA3F1F.tif","Week4/Week4_27542","Week4_27542","G08",3,"5-fluorouracil",0.030000
4,706,"G08_s2_w16438BA81-133C-4249-82C6-3031FDC1F4CB.tif","Week4/Week4_27542","G08_s2_w2FF7ECBCE-7DEA-471A-9156-3B0FAE6E53F5.tif","Week4/Week4_27542","G08_s2_w4813354FA-91F6-4FDF-8739-91B951295E65.tif","Week4/Week4_27542","Week4_27542","G08",3,"5-fluorouracil",0.030000
4,707,"G08_s3_w13ACF9A66-8A2B-4F80-A3B7-90752E4D5CEB.tif","Week4/Week4_27542","G08_s3_w2271FD86D-759C-4300-9969-DD53EB0683B1.tif","Week4/Week4_27542","G08_s3_w43BF1A9BA-16F6-4DAB-B79E-08E437F9A6FE.tif","Week4/Week4_27542","Week4_27542","G08",3,"5-fluorouracil",0.030000
4,708,"G08_s4_w10C143EB4-6E19-405F-A458-ACBB3D1217D6.tif","Week4/Week4_27542","G08_s4_w25A489F3F-8677-4230-B712-46F042EC83F9.tif","Week4/Week4_27542","G08_s4_w465753999-DD86-4B80-9237-10EA673EF7D0.tif","Week4/Week4_27542","Week4_27542","G08",3,"5-fluorouracil",0.030000
4,221,"G07_s1_w1038FB50C-86D3-431B-8A8C-F72B64584512.tif","Week4/Week4_27481","G07_s1_w25BBEC1B9-2BE1-420C-80D4-BF05B83BC648.tif","Week4/Week4_27481","G07_s1_w4060CAE9B-63BB-4F97-98DB-54CB96677C1A.tif","Week4/Week4_27481","Week4_27481","G07",1,"5-fluorouracil",0.100000
4,222,"G07_s2_w11654CF38-1E91-4607-A72D-560F2B5478D3.tif","Week4/Week4_27481","G07_s2_w2ECB374F0-0539-4D5E-BE97-69834167E6D7.tif","Week4/Week4_27481","G07_s2_w4E16D9480-59CC-4F58-B8F8-41BDFE1E2EB6.tif","Week4/Week4_27481","Week4_27481","G07",1,"5-fluorouracil",0.100000
4,223,"G07_s3_w1EABD8538-F69E-4FCE-8109-87B3074491BD.tif","Week4/Week4_27481","G07_s3_w2B6BAFB13-2F92-4EC4-9FBA-E7B87ABD9D4C.tif","Week4/Week4_27481","G07_s3_w49A299777-AB81-4F6A-AA05-4BC0F79C06A1.tif","Week4/Week4_27481","Week4_27481","G07",1,"5-fluorouracil",0.100000
4,224,"G07_s4_w12EF99417-0810-4257-83BD-0ED347F63569.tif","Week4/Week4_27481","G07_s4_w2E3BD7F2E-33F7-47A6-B5FD-4B01ABAB88CF.tif","Week4/Week4_27481","G07_s4_w42A7D6777-4A55-4AC2-989D-86BE20D2FA27.tif","Week4/Week4_27481","Week4_27481","G07",1,"5-fluorouracil",0.100000
4,461,"G07_s1_w1CC8051EF-F7EB-4597-AE86-558930802AE5.tif","Week4/Week4_27521","G07_s1_w243E52819-7DEF-46C7-9637-91AC8F76C3D5.tif","Week4/Week4_27521","G07_s1_w46205707E-76F9-4C12-8938-7F2EFB47FDCE.tif","Week4/Week4_27521","Week4_27521","G07",2,"5-fluorouracil",0.100000
4,462,"G07_s2_w17680A92A-7E1F-42F9-9239-326B17B4BE12.tif","Week4/Week4_27521","G07_s2_w263CE9BC9-AF5E-4EE1-A994-A6AF398997E8.tif","Week4/Week4_27521","G07_s2_w4B5746898-E38D-45FB-8E35-E3C94430E528.tif","Week4/Week4_27521","Week4_27521","G07",2,"5-fluorouracil",0.100000
4,463,"G07_s3_w1A84A4034-6686-4DC8-8FCF-B23E9885DA69.tif","Week4/Week4_27521","G07_s3_w29728D0B1-827E-4E72-8224-07FCD7E8739A.tif","Week4/Week4_27521","G07_s3_w45FA2B44C-7693-4709-A94E-370282B96BAB.tif","Week4/Week4_27521","Week4_27521","G07",2,"5-fluorouracil",0.100000
4,464,"G07_s4_w1F8297CC4-CDAD-4092-9AB0-4FA9EAC1693F.tif","Week4/Week4_27521","G07_s4_w2F55AE765-8E2F-4E7F-BD8D-18914E60F0E5.tif","Week4/Week4_27521","G07_s4_w4E2B92F1F-2B04-4A95-893E-8BAD0E817AA7.tif","Week4/Week4_27521","Week4_27521","G07",2,"5-fluorouracil",0.100000
4,701,"G07_s1_w103C1CCFD-EAED-45B8-B8A7-3C1F3E3326D2.tif","Week4/Week4_27542","G07_s1_w2F276861F-C859-45BE-82D7-E895A9446DB6.tif","Week4/Week4_27542","G07_s1_w43550F24A-4AD6-45DF-8667-13D0B10A1A50.tif","Week4/Week4_27542","Week4_27542","G07",3,"5-fluorouracil",0.100000
4,702,"G07_s2_w1C952B5C3-35C2-4667-85BE-9D3281E0B223.tif","Week4/Week4_27542","G07_s2_w24258EEF7-5231-4520-A9F3-3F523EC73328.tif","Week4/Week4_27542","G07_s2_w4F326EAD3-1FC6-4CB7-9B16-C5722B02D8FD.tif","Week4/Week4_27542","Week4_27542","G07",3,"5-fluorouracil",0.100000
4,703,"G07_s3_w1D951F083-5CF3-4F8E-B091-23204815C2B6.tif","Week4/Week4_27542","G07_s3_w2CA7774E9-BC81-4603-8804-C34E23FDED1D.tif","Week4/Week4_27542","G07_s3_w40CCE4AC4-22B0-4CE6-8EB8-2260E4E441B4.tif","Week4/Week4_27542","Week4_27542","G07",3,"5-fluorouracil",0.100000
4,704,"G07_s4_w155FDBFD9-3041-4F1D-831D-FB3D547984F5.tif","Week4/Week4_27542","G07_s4_w27844BED3-5249-4C46-BA20-451B17448CDB.tif","Week4/Week4_27542","G07_s4_w454C55E14-988B-408F-AFE6-2264D8F3111B.tif","Week4/Week4_27542","Week4_27542","G07",3,"5-fluorouracil",0.100000
4,217,"G06_s1_w1CC3A7512-2478-400C-A990-59A0D0310B05.tif","Week4/Week4_27481","G06_s1_w271415155-2F2B-48DD-B461-BF6649CE5DB5.tif","Week4/Week4_27481","G06_s1_w4EE1BFE74-435C-4DA1-AA19-80BA44A9E173.tif","Week4/Week4_27481","Week4_27481","G06",1,"5-fluorouracil",0.300000
4,218,"G06_s2_w1C7CB2390-F282-457B-A6E1-CE8103023003.tif","Week4/Week4_27481","G06_s2_w295CD33DA-3AA4-4F80-B169-E705D1134901.tif","Week4/Week4_27481","G06_s2_w459675963-F000-4348-8110-502CC614BBEE.tif","Week4/Week4_27481","Week4_27481","G06",1,"5-fluorouracil",0.300000
4,219,"G06_s3_w1632B46D9-E4E9-4516-9C3D-E2542669713B.tif","Week4/Week4_27481","G06_s3_w20168A9CB-D7CC-48D0-B55B-C63B3E127B8A.tif","Week4/Week4_27481","G06_s3_w4C2324F76-19FB-4BF2-9AAC-070F09FEE279.tif","Week4/Week4_27481","Week4_27481","G06",1,"5-fluorouracil",0.300000
4,220,"G06_s4_w12DA8DE67-A8DD-4DA6-8A88-DBB455DE99DB.tif","Week4/Week4_27481","G06_s4_w2B34E3773-D387-48A6-AAD3-E1C08D9486A7.tif","Week4/Week4_27481","G06_s4_w4BE3CD6CE-EFF0-4461-A7A4-80FD179FD26B.tif","Week4/Week4_27481","Week4_27481","G06",1,"5-fluorouracil",0.300000
4,457,"G06_s1_w1548235D0-D083-433D-8DE2-9205D37AF839.tif","Week4/Week4_27521","G06_s1_w2F807C72E-046B-4ABB-A61F-5B0833ACDA59.tif","Week4/Week4_27521","G06_s1_w4A57475DA-1046-4950-BA38-DD8F447A2849.tif","Week4/Week4_27521","Week4_27521","G06",2,"5-fluorouracil",0.300000
4,458,"G06_s2_w1B0BFEA35-DB16-40A7-8455-21F4C9DB212B.tif","Week4/Week4_27521","G06_s2_w266758B9A-F776-4BE1-B7DD-90E50A81ADD5.tif","Week4/Week4_27521","G06_s2_w4A81BE044-A21E-4461-A60B-17E0332BA9A3.tif","Week4/Week4_27521","Week4_27521","G06",2,"5-fluorouracil",0.300000
4,459,"G06_s3_w160B3A57D-76EA-49F6-BBC2-A7CF7C6F0BC2.tif","Week4/Week4_27521","G06_s3_w2CA77A43E-E460-49BB-8AFA-C3931746257D.tif","Week4/Week4_27521","G06_s3_w42F76BFB9-5CDF-4900-9DEE-ED20F7A3B931.tif","Week4/Week4_27521","Week4_27521","G06",2,"5-fluorouracil",0.300000
4,460,"G06_s4_w142F8AE54-575F-4B10-A373-AB3CB3A4E125.tif","Week4/Week4_27521","G06_s4_w2A5C2D974-9D4F-497D-9516-A230C127600D.tif","Week4/Week4_27521","G06_s4_w437D594EE-E922-4848-A372-D4D5786AFFAA.tif","Week4/Week4_27521","Week4_27521","G06",2,"5-fluorouracil",0.300000
4,697,"G06_s1_w1DDB6A912-D5CC-439D-AFFC-D0C9524CC62D.tif","Week4/Week4_27542","G06_s1_w22F660364-7EE0-45C5-8306-90EAD537CF1E.tif","Week4/Week4_27542","G06_s1_w4EA91B040-70F8-4F16-BAEC-E6A7D3892071.tif","Week4/Week4_27542","Week4_27542","G06",3,"5-fluorouracil",0.300000
4,698,"G06_s2_w1A76A9740-034C-446A-B6A8-B3AA1B2D3725.tif","Week4/Week4_27542","G06_s2_w248FDBE53-875C-405A-8125-B2BDFBBC05AC.tif","Week4/Week4_27542","G06_s2_w4CEF91942-B2D0-40DA-A6B7-BFE44827B65F.tif","Week4/Week4_27542","Week4_27542","G06",3,"5-fluorouracil",0.300000
4,699,"G06_s3_w10DE8E743-E318-4DDD-88CA-36B459169291.tif","Week4/Week4_27542","G06_s3_w248C7F42C-2ABC-46A3-83DD-A236B7C12E6A.tif","Week4/Week4_27542","G06_s3_w4B550C566-5C3A-467D-A6A1-8A4D30131E71.tif","Week4/Week4_27542","Week4_27542","G06",3,"5-fluorouracil",0.300000
4,700,"G06_s4_w1C308A2B8-0BA2-40E3-93F4-9FF8B044802D.tif","Week4/Week4_27542","G06_s4_w2C653ED25-7427-43F6-B40E-E36D215B2D37.tif","Week4/Week4_27542","G06_s4_w4412BE88F-31DD-48B4-9541-246F5AD7B58F.tif","Week4/Week4_27542","Week4_27542","G06",3,"5-fluorouracil",0.300000
4,213,"G05_s1_w18B6E3CCF-7416-4747-B458-FF94FFE5CCB7.tif","Week4/Week4_27481","G05_s1_w258E056EE-C9A5-4FD3-97B3-F53AFAD75682.tif","Week4/Week4_27481","G05_s1_w4EC269A2D-7D2D-4F21-8124-4B6E4DE425A9.tif","Week4/Week4_27481","Week4_27481","G05",1,"5-fluorouracil",1.000000
4,214,"G05_s2_w127FAF95D-C19E-4090-9584-A1331EFD721E.tif","Week4/Week4_27481","G05_s2_w2AED85AE6-5DB4-486E-A5BF-B82465B2C678.tif","Week4/Week4_27481","G05_s2_w4FE842CFA-03FC-4B2C-9C93-B731E8B43DAB.tif","Week4/Week4_27481","Week4_27481","G05",1,"5-fluorouracil",1.000000
4,215,"G05_s3_w1A5934EF4-A825-4BB9-BB9B-3A34AC517672.tif","Week4/Week4_27481","G05_s3_w26DC0ABFE-DC1A-4CDD-9879-7EC4766C0A9A.tif","Week4/Week4_27481","G05_s3_w4B018EEB6-C288-4330-9CFF-DD5AD03B965F.tif","Week4/Week4_27481","Week4_27481","G05",1,"5-fluorouracil",1.000000
4,216,"G05_s4_w1DA5E42AC-D5B7-488C-BB6D-99F3D296C4BC.tif","Week4/Week4_27481","G05_s4_w2D4F1E008-0724-4024-919A-5EEA1971434D.tif","Week4/Week4_27481","G05_s4_w45ED2C34A-659A-4A8B-9D6F-9FADE2EE3122.tif","Week4/Week4_27481","Week4_27481","G05",1,"5-fluorouracil",1.000000
4,453,"G05_s1_w1C8AC4213-D6D5-4097-B2BC-927C7C77C684.tif","Week4/Week4_27521","G05_s1_w24F7CFAC9-B3CA-441D-B273-803E024ACB73.tif","Week4/Week4_27521","G05_s1_w493B551F1-E37E-4460-866F-B12271A6A038.tif","Week4/Week4_27521","Week4_27521","G05",2,"5-fluorouracil",1.000000
4,454,"G05_s2_w1CE2797C7-5D1C-4D7A-86C8-FF3429429317.tif","Week4/Week4_27521","G05_s2_w26EDE5890-0AA3-4E66-9019-3AB7BD35D0A3.tif","Week4/Week4_27521","G05_s2_w424ABF4C8-D38A-4DAF-A3E6-60AB69601576.tif","Week4/Week4_27521","Week4_27521","G05",2,"5-fluorouracil",1.000000
4,455,"G05_s3_w13890A8E6-DAF0-4C54-9E83-4AE08FFB9DC9.tif","Week4/Week4_27521","G05_s3_w2E5699238-3E6B-4BEF-8B20-5CA746BA3A65.tif","Week4/Week4_27521","G05_s3_w4FF4490EE-FF7A-4FF9-9746-C7035C386D89.tif","Week4/Week4_27521","Week4_27521","G05",2,"5-fluorouracil",1.000000
4,456,"G05_s4_w1689927DE-7CE2-4BE5-8D2F-0878D4503DF3.tif","Week4/Week4_27521","G05_s4_w242F70459-7F70-4614-B769-6B5C7531E2E4.tif","Week4/Week4_27521","G05_s4_w45990F97C-3EC7-4608-BF12-47D7386429C6.tif","Week4/Week4_27521","Week4_27521","G05",2,"5-fluorouracil",1.000000
4,693,"G05_s1_w16CCF5512-99E4-426E-819C-D6ED9C045CB4.tif","Week4/Week4_27542","G05_s1_w20AA5DB7B-E817-4973-A020-229BEDB6A86A.tif","Week4/Week4_27542","G05_s1_w48DF4D91D-2BCB-4AF6-9228-D2A36A29E238.tif","Week4/Week4_27542","Week4_27542","G05",3,"5-fluorouracil",1.000000
4,694,"G05_s2_w17DBCD593-1B1D-49BB-8878-CAC517E8391A.tif","Week4/Week4_27542","G05_s2_w24E583C05-3828-4CEC-962F-621B77C591E6.tif","Week4/Week4_27542","G05_s2_w48062AC61-6DEB-4DB2-B8BE-869C65B60120.tif","Week4/Week4_27542","Week4_27542","G05",3,"5-fluorouracil",1.000000
4,695,"G05_s3_w11C39DFB0-60BF-4DB4-A854-6E83D394D4F6.tif","Week4/Week4_27542","G05_s3_w20700286E-4CC6-4F8D-9071-9304C1FEB4B2.tif","Week4/Week4_27542","G05_s3_w4DB3DA374-1FA7-4618-94FE-0D68E666854B.tif","Week4/Week4_27542","Week4_27542","G05",3,"5-fluorouracil",1.000000
4,696,"G05_s4_w1099A83A6-ADF9-4115-90D3-B0C25BBDBD97.tif","Week4/Week4_27542","G05_s4_w2051E2F85-A1B1-46F8-8424-491C148BA5B2.tif","Week4/Week4_27542","G05_s4_w4CDD7246C-73F7-4681-B869-02DDB3CED2C9.tif","Week4/Week4_27542","Week4_27542","G05",3,"5-fluorouracil",1.000000
4,209,"G04_s1_w18E5DEBDD-DC33-47C3-B706-19BBE57C58BF.tif","Week4/Week4_27481","G04_s1_w2C3DC8DA8-C4A4-42EE-975A-F588818F31CC.tif","Week4/Week4_27481","G04_s1_w434E0FCFC-590C-4145-99F4-E91E04C21484.tif","Week4/Week4_27481","Week4_27481","G04",1,"5-fluorouracil",3.000000
4,210,"G04_s2_w1F3751293-5985-498E-AE0A-55F3B69DCE47.tif","Week4/Week4_27481","G04_s2_w2459A3FB2-92A6-47DA-A346-826FB9C76188.tif","Week4/Week4_27481","G04_s2_w459CDFD5F-CADD-4D6B-B76E-6E2BF3708A11.tif","Week4/Week4_27481","Week4_27481","G04",1,"5-fluorouracil",3.000000
4,211,"G04_s3_w16ACA04DA-9B0C-42FA-B5F0-5D31141075E5.tif","Week4/Week4_27481","G04_s3_w220642E3D-C499-4F3F-A9C9-7C18A9526BFA.tif","Week4/Week4_27481","G04_s3_w473D99079-F606-42DE-8178-B7299AD556B2.tif","Week4/Week4_27481","Week4_27481","G04",1,"5-fluorouracil",3.000000
