ID,Label
6fa7b67a-bb99-11e8-b2b9-ac1f6b6435d0,16
707bfaa2-bb99-11e8-b2b9-ac1f6b6435d0,9|13
6f38b45a-bb99-11e8-b2b9-ac1f6b6435d0,5
70f46d52-bb99-11e8-b2b9-ac1f6b6435d0,12|0
71c6077c-bb99-11e8-b2b9-ac1f6b6435d0,7
75dd487a-bb99-11e8-b2b9-ac1f6b6435d0,8|0
730301da-bb99-11e8-b2b9-ac1f6b6435d0,12|8|4
7465a65e-bb99-11e8-b2b9-ac1f6b6435d0,12|0
77d512f2-bb99-11e8-b2b9-ac1f6b6435d0,16|2|0|13
744fabec-bb99-11e8-b2b9-ac1f6b6435d0,13|13
7318293e-bb99-11e8-b2b9-ac1f6b6435d0,12
75318382-bb99-11e8-b2b9-ac1f6b6435d0,5|0
75f53b88-bb99-11e8-b2b9-ac1f6b6435d0,16|0|13
753ea04e-bb99-11e8-b2b9-ac1f6b6435d0,12
74f318f4-bb99-11e8-b2b9-ac1f6b6435d0,0
77aa841a-bb99-11e8-b2b9-ac1f6b6435d0,16|0
781a9322-bb99-11e8-b2b9-ac1f6b6435d0,9
7945e594-bb99-11e8-b2b9-ac1f6b6435d0,16
79fbbd42-bb99-11e8-b2b9-ac1f6b6435d0,14
7ac2e9ee-bb99-11e8-b2b9-ac1f6b6435d0,3
7ac4f306-bb99-11e8-b2b9-ac1f6b6435d0,0
7c261068-bb99-11e8-b2b9-ac1f6b6435d0,10
7f634304-bb99-11e8-b2b9-ac1f6b6435d0,4
7b928c26-bb99-11e8-b2b9-ac1f6b6435d0,16|0
7e093ad6-bb99-11e8-b2b9-ac1f6b6435d0,16
7d24862a-bb99-11e8-b2b9-ac1f6b6435d0,8
7d37f5a2-bb99-11e8-b2b9-ac1f6b6435d0,3
7ffe149c-bb99-11e8-b2b9-ac1f6b6435d0,8|1|0
7f836864-bb99-11e8-b2b9-ac1f6b6435d0,10
82eda686-bb99-11e8-b2b9-ac1f6b6435d0,13
8080a61e-bb99-11e8-b2b9-ac1f6b6435d0,8|0
80493eb8-bb99-11e8-b2b9-ac1f6b6435d0,9|0
81ff445a-bb99-11e8-b2b9-ac1f6b6435d0,3|0
82afcef6-bb99-11e8-b2b9-ac1f6b6435d0,0
82d15602-bb99-11e8-b2b9-ac1f6b6435d0,9|0
83079b9a-bb99-11e8-b2b9-ac1f6b6435d0,0
84951c26-bb99-11e8-b2b9-ac1f6b6435d0,2|0
83a65b72-bb99-11e8-b2b9-ac1f6b6435d0,0
8489ab66-bb99-11e8-b2b9-ac1f6b6435d0,16|1|0
8662db24-bb99-11e8-b2b9-ac1f6b6435d0,0
8793a49c-bb99-11e8-b2b9-ac1f6b6435d0,0
858d1c1e-bb99-11e8-b2b9-ac1f6b6435d0,16|4
857642c8-bb99-11e8-b2b9-ac1f6b6435d0,0
88ba0fb4-bb99-11e8-b2b9-ac1f6b6435d0,14
8814af42-bb99-11e8-b2b9-ac1f6b6435d0,16|4
86f02178-bb99-11e8-b2b9-ac1f6b6435d0,3
893bdfb2-bb99-11e8-b2b9-ac1f6b6435d0,4|13
88991c5a-bb99-11e8-b2b9-ac1f6b6435d0,16
8888916e-bb99-11e8-b2b9-ac1f6b6435d0,0
89922d36-bb99-11e8-b2b9-ac1f6b6435d0,16|7
89fe0326-bb99-11e8-b2b9-ac1f6b6435d0,4
89d1164a-bb99-11e8-b2b9-ac1f6b6435d0,5
8cdd3b0c-bb99-11e8-b2b9-ac1f6b6435d0,16
8c27d38e-bb99-11e8-b2b9-ac1f6b6435d0,16|0
8cfb347c-bb99-11e8-b2b9-ac1f6b6435d0,16|13
8da6dc64-bb99-11e8-b2b9-ac1f6b6435d0,2|0
8e7c2d9c-bb99-11e8-b2b9-ac1f6b6435d0,0
8fe7c7fe-bb99-11e8-b2b9-ac1f6b6435d0,7
8ee44f44-bb99-11e8-b2b9-ac1f6b6435d0,14|1
907263e6-bb99-11e8-b2b9-ac1f6b6435d0,16|0
9187255a-bb99-11e8-b2b9-ac1f6b6435d0,4
955e5d1a-bb99-11e8-b2b9-ac1f6b6435d0,10
938c28a0-bb99-11e8-b2b9-ac1f6b6435d0,9|2|13
976b0392-bb99-11e8-b2b9-ac1f6b6435d0,14
96a8e73a-bb99-11e8-b2b9-ac1f6b6435d0,7
93bd9598-bb99-11e8-b2b9-ac1f6b6435d0,0|13
963c3d24-bb99-11e8-b2b9-ac1f6b6435d0,12|0
94d0e624-bb99-11e8-b2b9-ac1f6b6435d0,16|0
98e4ee22-bb99-11e8-b2b9-ac1f6b6435d0,16|4|3|13
98c8e1b4-bb99-11e8-b2b9-ac1f6b6435d0,9
994b4a50-bb99-11e8-b2b9-ac1f6b6435d0,0
9a51940e-bb99-11e8-b2b9-ac1f6b6435d0,14|4
9bd90cd0-bb99-11e8-b2b9-ac1f6b6435d0,14|0
9acc1788-bb99-11e8-b2b9-ac1f6b6435d0,13
9bd35bfa-bb99-11e8-b2b9-ac1f6b6435d0,9|1|13
9c041038-bb99-11e8-b2b9-ac1f6b6435d0,2|0
9da88ad6-bb99-11e8-b2b9-ac1f6b6435d0,16|5
9d8bdb66-bb99-11e8-b2b9-ac1f6b6435d0,10|0
9df04740-bb99-11e8-b2b9-ac1f6b6435d0,13
9d18836e-bb99-11e8-b2b9-ac1f6b6435d0,16|14|0
9e204774-bb99-11e8-b2b9-ac1f6b6435d0,3|0
9db4f82a-bb99-11e8-b2b9-ac1f6b6435d0,16|9
9df2132c-bb99-11e8-b2b9-ac1f6b6435d0,0
a078a674-bb99-11e8-b2b9-ac1f6b6435d0,16|0
a1ae8720-bb99-11e8-b2b9-ac1f6b6435d0,4
a1d36702-bb99-11e8-b2b9-ac1f6b6435d0,2
a38d2f6a-bb99-11e8-b2b9-ac1f6b6435d0,7
a1ee43b0-bb99-11e8-b2b9-ac1f6b6435d0,8
a2c63252-bb99-11e8-b2b9-ac1f6b6435d0,5
a34d8680-bb99-11e8-b2b9-ac1f6b6435d0,18
a2d86d46-bb99-11e8-b2b9-ac1f6b6435d0,13|13
a234c006-bb99-11e8-b2b9-ac1f6b6435d0,0
a4d7edf6-bb99-11e8-b2b9-ac1f6b6435d0,8|0
a4bd0f36-bb99-11e8-b2b9-ac1f6b6435d0,0
a518649e-bb99-11e8-b2b9-ac1f6b6435d0,16|0
a62e1342-bb99-11e8-b2b9-ac1f6b6435d0,0
a714b162-bb99-11e8-b2b9-ac1f6b6435d0,12|16
a6dff3dc-bb99-11e8-b2b9-ac1f6b6435d0,5|0
a728ac08-bb99-11e8-b2b9-ac1f6b6435d0,16|0
a7faf0b4-bb99-11e8-b2b9-ac1f6b6435d0,17
a78db2d8-bb99-11e8-b2b9-ac1f6b6435d0,5
a914fc06-bb99-11e8-b2b9-ac1f6b6435d0,9
a8197264-bb99-11e8-b2b9-ac1f6b6435d0,10
a91d88c6-bb99-11e8-b2b9-ac1f6b6435d0,7|1|0|13
abf39cfc-bb99-11e8-b2b9-ac1f6b6435d0,16
ae4f9190-bb99-11e8-b2b9-ac1f6b6435d0,14
b07daa4c-bb99-11e8-b2b9-ac1f6b6435d0,5
ae9d5678-bb99-11e8-b2b9-ac1f6b6435d0,12|0
ae78eab8-bb99-11e8-b2b9-ac1f6b6435d0,0
b1396638-bb99-11e8-b2b9-ac1f6b6435d0,10
b2ba3fdc-bb99-11e8-b2b9-ac1f6b6435d0,14
b18ce31c-bb99-11e8-b2b9-ac1f6b6435d0,7|8|10
b1792354-bb99-11e8-b2b9-ac1f6b6435d0,16|0
b15261ec-bb99-11e8-b2b9-ac1f6b6435d0,4
b0d10fa2-bb99-11e8-b2b9-ac1f6b6435d0,16|7
b20395ac-bb99-11e8-b2b9-ac1f6b6435d0,4
b0f5218a-bb99-11e8-b2b9-ac1f6b6435d0,16|2
b2d9490e-bb99-11e8-b2b9-ac1f6b6435d0,16|7|0
b9b8341a-bb99-11e8-b2b9-ac1f6b6435d0,7
b3e48caa-bb99-11e8-b2b9-ac1f6b6435d0,16|0
b5089522-bb99-11e8-b2b9-ac1f6b6435d0,0
b5f0f128-bb99-11e8-b2b9-ac1f6b6435d0,13|13
b5d19418-bb99-11e8-b2b9-ac1f6b6435d0,16|7|0
b64bd070-bb99-11e8-b2b9-ac1f6b6435d0,14
b8339774-bb99-11e8-b2b9-ac1f6b6435d0,2|0|13
b859424e-bb99-11e8-b2b9-ac1f6b6435d0,16|5
be7a5ece-bb99-11e8-b2b9-ac1f6b6435d0,1|4
b914d2f2-bb99-11e8-b2b9-ac1f6b6435d0,3
b93568fa-bb99-11e8-b2b9-ac1f6b6435d0,4|0
b99a8e06-bb99-11e8-b2b9-ac1f6b6435d0,12|16
ba1fe768-bb99-11e8-b2b9-ac1f6b6435d0,16|0
be4177b2-bb99-11e8-b2b9-ac1f6b6435d0,13
bab6158a-bb99-11e8-b2b9-ac1f6b6435d0,16|0
be3124d4-bb99-11e8-b2b9-ac1f6b6435d0,16|13
bcf5cd7c-bb99-11e8-b2b9-ac1f6b6435d0,3|0
be3fd5ce-bb99-11e8-b2b9-ac1f6b6435d0,10|0
bdd8e2ce-bb99-11e8-b2b9-ac1f6b6435d0,16
bdfa2920-bb99-11e8-b2b9-ac1f6b6435d0,10
bedcd3d8-bb99-11e8-b2b9-ac1f6b6435d0,14|4
bfd5865e-bb99-11e8-b2b9-ac1f6b6435d0,16|2
c117e160-bb99-11e8-b2b9-ac1f6b6435d0,4
c209d204-bb99-11e8-b2b9-ac1f6b6435d0,13
c328c348-bb99-11e8-b2b9-ac1f6b6435d0,15|16
c3a100d8-bb99-11e8-b2b9-ac1f6b6435d0,16|2|0
c3ab3e68-bb99-11e8-b2b9-ac1f6b6435d0,12|16|5
c614bc6a-bb99-11e8-b2b9-ac1f6b6435d0,16
c5784e02-bb99-11e8-b2b9-ac1f6b6435d0,3|0
c3fae08a-bb99-11e8-b2b9-ac1f6b6435d0,0
c798cacc-bb99-11e8-b2b9-ac1f6b6435d0,16|4
c84b516a-bb99-11e8-b2b9-ac1f6b6435d0,16|14|3
c7a1c41a-bb99-11e8-b2b9-ac1f6b6435d0,1|0
caf7c95c-bb99-11e8-b2b9-ac1f6b6435d0,7|0
c7724316-bb99-11e8-b2b9-ac1f6b6435d0,13|0
c7ced13a-bb99-11e8-b2b9-ac1f6b6435d0,10|2|0
c84eb0a8-bb99-11e8-b2b9-ac1f6b6435d0,0
c8904e28-bb99-11e8-b2b9-ac1f6b6435d0,7|5
c8f4ecf2-bb99-11e8-b2b9-ac1f6b6435d0,12
cab08d6c-bb99-11e8-b2b9-ac1f6b6435d0,0
ca883cf4-bb99-11e8-b2b9-ac1f6b6435d0,12
cb4053f2-bb99-11e8-b2b9-ac1f6b6435d0,14
cb3a0bc8-bb99-11e8-b2b9-ac1f6b6435d0,13
cb94513c-bb99-11e8-b2b9-ac1f6b6435d0,16|0
cfd85be4-bb99-11e8-b2b9-ac1f6b6435d0,14|0
cc10c118-bb99-11e8-b2b9-ac1f6b6435d0,9|0
cc6f82e8-bb99-11e8-b2b9-ac1f6b6435d0,16|14
ce1d3a68-bb99-11e8-b2b9-ac1f6b6435d0,7
ce506708-bb99-11e8-b2b9-ac1f6b6435d0,9|0
ccd28776-bb99-11e8-b2b9-ac1f6b6435d0,2|0
cd8bd78a-bb99-11e8-b2b9-ac1f6b6435d0,12|4
d3421a18-bb99-11e8-b2b9-ac1f6b6435d0,14
cfab190e-bb99-11e8-b2b9-ac1f6b6435d0,16
d19feeba-bb99-11e8-b2b9-ac1f6b6435d0,16|4
cfbc5a7a-bb99-11e8-b2b9-ac1f6b6435d0,16|5|0
d17f83aa-bb99-11e8-b2b9-ac1f6b6435d0,2|0
d14e8bec-bb99-11e8-b2b9-ac1f6b6435d0,16
d1ed9c78-bb99-11e8-b2b9-ac1f6b6435d0,16
d27f7b0c-bb99-11e8-b2b9-ac1f6b6435d0,14|0
d51caf74-bb99-11e8-b2b9-ac1f6b6435d0,14
d6429792-bb99-11e8-b2b9-ac1f6b6435d0,5|0
d4ff2558-bb99-11e8-b2b9-ac1f6b6435d0,2
d5d26e54-bb99-11e8-b2b9-ac1f6b6435d0,4
d7337004-bb99-11e8-b2b9-ac1f6b6435d0,16|0|13
d61ed71c-bb99-11e8-b2b9-ac1f6b6435d0,5
d7f9905e-bb99-11e8-b2b9-ac1f6b6435d0,12|0
d9328ab6-bb99-11e8-b2b9-ac1f6b6435d0,16|0
d905862e-bb99-11e8-b2b9-ac1f6b6435d0,6
d9702f74-bb99-11e8-b2b9-ac1f6b6435d0,14|0
dccab450-bb99-11e8-b2b9-ac1f6b6435d0,3
da067b82-bb99-11e8-b2b9-ac1f6b6435d0,2
da42ea86-bb99-11e8-b2b9-ac1f6b6435d0,16
db06d1e4-bb99-11e8-b2b9-ac1f6b6435d0,2
dc1b83ae-bb99-11e8-b2b9-ac1f6b6435d0,0|13
db63ecf8-bb99-11e8-b2b9-ac1f6b6435d0,16
dcad25fc-bb99-11e8-b2b9-ac1f6b6435d0,6|0
de86a5b0-bb99-11e8-b2b9-ac1f6b6435d0,6|3
dfc94cca-bb99-11e8-b2b9-ac1f6b6435d0,16|0
de68d602-bb99-11e8-b2b9-ac1f6b6435d0,16|7|2
e1c9c7b6-bb99-11e8-b2b9-ac1f6b6435d0,0
e1c8faf2-bb99-11e8-b2b9-ac1f6b6435d0,12|14|13
e3195c44-bb99-11e8-b2b9-ac1f6b6435d0,0
e1fe116a-bb99-11e8-b2b9-ac1f6b6435d0,3|0
e2fff646-bb99-11e8-b2b9-ac1f6b6435d0,2|0
e3b203e0-bb99-11e8-b2b9-ac1f6b6435d0,4
e5365220-bb99-11e8-b2b9-ac1f6b6435d0,16|10
e4113bf8-bb99-11e8-b2b9-ac1f6b6435d0,0
e63af734-bb99-11e8-b2b9-ac1f6b6435d0,14|0
e5732b1e-bb99-11e8-b2b9-ac1f6b6435d0,14|0
e6bf667c-bb99-11e8-b2b9-ac1f6b6435d0,13|2|0
e6a1cb12-bb99-11e8-b2b9-ac1f6b6435d0,4|13
e7123d8e-bb99-11e8-b2b9-ac1f6b6435d0,16|2|0
e7fd40a4-bb99-11e8-b2b9-ac1f6b6435d0,5|0
e85e01b4-bb99-11e8-b2b9-ac1f6b6435d0,7|0
e85da71e-bb99-11e8-b2b9-ac1f6b6435d0,16|5
e9480ec6-bb99-11e8-b2b9-ac1f6b6435d0,14
e8c546c6-bb99-11e8-b2b9-ac1f6b6435d0,8
eb013526-bb99-11e8-b2b9-ac1f6b6435d0,15|8
ea973356-bb99-11e8-b2b9-ac1f6b6435d0,6
eb7caa62-bb99-11e8-b2b9-ac1f6b6435d0,1
ebc51978-bb99-11e8-b2b9-ac1f6b6435d0,14|3
ee3297a8-bb99-11e8-b2b9-ac1f6b6435d0,9|0|13
ee3ee170-bb99-11e8-b2b9-ac1f6b6435d0,3|0
eef76f56-bb99-11e8-b2b9-ac1f6b6435d0,5|0
ee9d9012-bb99-11e8-b2b9-ac1f6b6435d0,14
ee329fe6-bb99-11e8-b2b9-ac1f6b6435d0,14|0
f0ac7116-bb99-11e8-b2b9-ac1f6b6435d0,15
efbbd882-bb99-11e8-b2b9-ac1f6b6435d0,16|7|1|0
f086150c-bb99-11e8-b2b9-ac1f6b6435d0,16
efc2b008-bb99-11e8-b2b9-ac1f6b6435d0,12
efe20480-bb99-11e8-b2b9-ac1f6b6435d0,17
f0d89bc4-bb99-11e8-b2b9-ac1f6b6435d0,16|0
f205c4d6-bb99-11e8-b2b9-ac1f6b6435d0,5|0
f26942ae-bb99-11e8-b2b9-ac1f6b6435d0,9|13
f1807574-bb99-11e8-b2b9-ac1f6b6435d0,12|5
f1e532e8-bb99-11e8-b2b9-ac1f6b6435d0,4
f30d60c8-bb99-11e8-b2b9-ac1f6b6435d0,16|5
f2b11656-bb99-11e8-b2b9-ac1f6b6435d0,17
f23961ba-bb99-11e8-b2b9-ac1f6b6435d0,9|0
f5c6397a-bb99-11e8-b2b9-ac1f6b6435d0,0
f50459c2-bb99-11e8-b2b9-ac1f6b6435d0,2|0
f508fe1e-bb99-11e8-b2b9-ac1f6b6435d0,14|0
f640b4d4-bb99-11e8-b2b9-ac1f6b6435d0,12
f7cc128a-bb99-11e8-b2b9-ac1f6b6435d0,16|0
f93f0fa0-bb99-11e8-b2b9-ac1f6b6435d0,4
f8a1d2d0-bb99-11e8-b2b9-ac1f6b6435d0,3|0
faf53202-bb99-11e8-b2b9-ac1f6b6435d0,2|0
f8dfdae4-bb99-11e8-b2b9-ac1f6b6435d0,16|17
fa4ab0d4-bb99-11e8-b2b9-ac1f6b6435d0,16|13
f9133c9a-bb99-11e8-b2b9-ac1f6b6435d0,16|7|2|0
fb1a88b8-bb99-11e8-b2b9-ac1f6b6435d0,16|0
fc85c906-bb99-11e8-b2b9-ac1f6b6435d0,13
fb9e478e-bb99-11e8-b2b9-ac1f6b6435d0,2|13
fc4c059a-bb99-11e8-b2b9-ac1f6b6435d0,3|0
fc4f243c-bb99-11e8-b2b9-ac1f6b6435d0,5
fed441ce-bb99-11e8-b2b9-ac1f6b6435d0,13|16|7
ffe454e6-bb99-11e8-b2b9-ac1f6b6435d0,10
0038d6a6-bb9a-11e8-b2b9-ac1f6b6435d0,16|0
01c36810-bb9a-11e8-b2b9-ac1f6b6435d0,5|13
00520f22-bb9a-11e8-b2b9-ac1f6b6435d0,10|2|0
01b500a4-bb9a-11e8-b2b9-ac1f6b6435d0,1|2|0
01508fd4-bb9a-11e8-b2b9-ac1f6b6435d0,16
0436371c-bb9a-11e8-b2b9-ac1f6b6435d0,14|0
03db18c8-bb9a-11e8-b2b9-ac1f6b6435d0,16|10
06a563ce-bb9a-11e8-b2b9-ac1f6b6435d0,12|0
03add00c-bb9a-11e8-b2b9-ac1f6b6435d0,0
066ef0be-bb9a-11e8-b2b9-ac1f6b6435d0,16|9|3|0
09c9ee58-bb9a-11e8-b2b9-ac1f6b6435d0,14
055e91f2-bb9a-11e8-b2b9-ac1f6b6435d0,12|5|0
071f959a-bb9a-11e8-b2b9-ac1f6b6435d0,1|0
0726b10e-bb9a-11e8-b2b9-ac1f6b6435d0,9
07997aa4-bb9a-11e8-b2b9-ac1f6b6435d0,16
068ca9ec-bb9a-11e8-b2b9-ac1f6b6435d0,16|5
07a134ce-bb9a-11e8-b2b9-ac1f6b6435d0,4
08094a6e-bb9a-11e8-b2b9-ac1f6b6435d0,14
0aad873a-bb9a-11e8-b2b9-ac1f6b6435d0,8|0|17
0bcba94e-bb9a-11e8-b2b9-ac1f6b6435d0,5|0
0cf1cfe2-bb9a-11e8-b2b9-ac1f6b6435d0,12|16|0
0e8be748-bb9a-11e8-b2b9-ac1f6b6435d0,0|13
0fe26432-bb9a-11e8-b2b9-ac1f6b6435d0,16|14|2
105ba18a-bb9a-11e8-b2b9-ac1f6b6435d0,5|0
0f09f5c0-bb9a-11e8-b2b9-ac1f6b6435d0,5
0fa05f2e-bb9a-11e8-b2b9-ac1f6b6435d0,12|7|0
10b37fe0-bb9a-11e8-b2b9-ac1f6b6435d0,16|3
111a67b4-bb9a-11e8-b2b9-ac1f6b6435d0,7|0
125cb6cc-bb9a-11e8-b2b9-ac1f6b6435d0,5|0|13
1121cdf6-bb9a-11e8-b2b9-ac1f6b6435d0,7
11f72df2-bb9a-11e8-b2b9-ac1f6b6435d0,10|0
11608cd0-bb9a-11e8-b2b9-ac1f6b6435d0,6
12c45386-bb9a-11e8-b2b9-ac1f6b6435d0,6|0
13896298-bb9a-11e8-b2b9-ac1f6b6435d0,2
13f7055a-bb9a-11e8-b2b9-ac1f6b6435d0,10
130c1ce8-bb9a-11e8-b2b9-ac1f6b6435d0,10|0
14350ae4-bb9a-11e8-b2b9-ac1f6b6435d0,14
147af4c8-bb9a-11e8-b2b9-ac1f6b6435d0,12|0
15c7c81a-bb9a-11e8-b2b9-ac1f6b6435d0,12
14ea83ec-bb9a-11e8-b2b9-ac1f6b6435d0,4|3
1644a858-bb9a-11e8-b2b9-ac1f6b6435d0,16|0
170a080a-bb9a-11e8-b2b9-ac1f6b6435d0,0
1842bab4-bb9a-11e8-b2b9-ac1f6b6435d0,0
18ff3068-bb9a-11e8-b2b9-ac1f6b6435d0,16|0|13
1cfbeda0-bb9a-11e8-b2b9-ac1f6b6435d0,16|13
1c68e06e-bb9a-11e8-b2b9-ac1f6b6435d0,0
1a7076e6-bb9a-11e8-b2b9-ac1f6b6435d0,5
1bb93560-bb9a-11e8-b2b9-ac1f6b6435d0,16|0|13
1b9c14ee-bb9a-11e8-b2b9-ac1f6b6435d0,13
1e2872e8-bb9a-11e8-b2b9-ac1f6b6435d0,2|3|0
1e3cf1a0-bb9a-11e8-b2b9-ac1f6b6435d0,4
1f632900-bb9a-11e8-b2b9-ac1f6b6435d0,14
2042aa3a-bb9a-11e8-b2b9-ac1f6b6435d0,6|13
201f4338-bb9a-11e8-b2b9-ac1f6b6435d0,14|0
1e2dd4d6-bb9a-11e8-b2b9-ac1f6b6435d0,16|7|0
209da99e-bb9a-11e8-b2b9-ac1f6b6435d0,2
209021b6-bb9a-11e8-b2b9-ac1f6b6435d0,3
260a8424-bb9a-11e8-b2b9-ac1f6b6435d0,14
22178f56-bb9a-11e8-b2b9-ac1f6b6435d0,16|0
2237c76c-bb9a-11e8-b2b9-ac1f6b6435d0,13
24daf5b6-bb9a-11e8-b2b9-ac1f6b6435d0,15
2378c180-bb9a-11e8-b2b9-ac1f6b6435d0,1|0
2341932c-bb9a-11e8-b2b9-ac1f6b6435d0,10|0
24eba596-bb9a-11e8-b2b9-ac1f6b6435d0,14|3
25266122-bb9a-11e8-b2b9-ac1f6b6435d0,0
2497875e-bb9a-11e8-b2b9-ac1f6b6435d0,15|13|0
26e90e6a-bb9a-11e8-b2b9-ac1f6b6435d0,6
27018abc-bb9a-11e8-b2b9-ac1f6b6435d0,9|0
268e705e-bb9a-11e8-b2b9-ac1f6b6435d0,16|4
286bce76-bb9a-11e8-b2b9-ac1f6b6435d0,16|2
27f97e16-bb9a-11e8-b2b9-ac1f6b6435d0,16|5|3|0
2a5b6174-bb9a-11e8-b2b9-ac1f6b6435d0,8
2a0dce0a-bb9a-11e8-b2b9-ac1f6b6435d0,17|4|2
2acbee30-bb9a-11e8-b2b9-ac1f6b6435d0,9
2bca26da-bb9a-11e8-b2b9-ac1f6b6435d0,9|0
2b67a5c8-bb9a-11e8-b2b9-ac1f6b6435d0,1|0
2baf67f0-bb9a-11e8-b2b9-ac1f6b6435d0,16|13
2b538cdc-bb9a-11e8-b2b9-ac1f6b6435d0,17
2c3e80b6-bb9a-11e8-b2b9-ac1f6b6435d0,3
2cd4669e-bb9a-11e8-b2b9-ac1f6b6435d0,13|2
2c91d00e-bb9a-11e8-b2b9-ac1f6b6435d0,2
2df9c794-bb9a-11e8-b2b9-ac1f6b6435d0,16|9
329a4918-bb9a-11e8-b2b9-ac1f6b6435d0,6
2e92a0ae-bb9a-11e8-b2b9-ac1f6b6435d0,13
2da3e70c-bb9a-11e8-b2b9-ac1f6b6435d0,5
2edec5ec-bb9a-11e8-b2b9-ac1f6b6435d0,14|0
2fa93714-bb9a-11e8-b2b9-ac1f6b6435d0,4
2f2a2b90-bb9a-11e8-b2b9-ac1f6b6435d0,14
30d7418a-bb9a-11e8-b2b9-ac1f6b6435d0,16|0
322282c0-bb9a-11e8-b2b9-ac1f6b6435d0,0
32f0281a-bb9a-11e8-b2b9-ac1f6b6435d0,7|5
312d3e32-bb9a-11e8-b2b9-ac1f6b6435d0,16|10
36073156-bb9a-11e8-b2b9-ac1f6b6435d0,8|5
34bf9e82-bb9a-11e8-b2b9-ac1f6b6435d0,16|0
34d6aae6-bb9a-11e8-b2b9-ac1f6b6435d0,3
3794fd8c-bb9a-11e8-b2b9-ac1f6b6435d0,0
37a3090e-bb9a-11e8-b2b9-ac1f6b6435d0,6|13
35c00fb0-bb9a-11e8-b2b9-ac1f6b6435d0,7
35eae4c4-bb9a-11e8-b2b9-ac1f6b6435d0,3
381e477c-bb9a-11e8-b2b9-ac1f6b6435d0,5|0
36e47c00-bb9a-11e8-b2b9-ac1f6b6435d0,16|2|0
36a68abc-bb9a-11e8-b2b9-ac1f6b6435d0,16|0
36e1dac2-bb9a-11e8-b2b9-ac1f6b6435d0,12|0
3945c968-bb9a-11e8-b2b9-ac1f6b6435d0,0
3820f65c-bb9a-11e8-b2b9-ac1f6b6435d0,2|0
3a3457ae-bb9a-11e8-b2b9-ac1f6b6435d0,8|2
3996f0d6-bb9a-11e8-b2b9-ac1f6b6435d0,16|10
3b955dc8-bb9a-11e8-b2b9-ac1f6b6435d0,9|13
3e81591a-bb9a-11e8-b2b9-ac1f6b6435d0,14
3cebb8c0-bb9a-11e8-b2b9-ac1f6b6435d0,7|0
3f5d9312-bb9a-11e8-b2b9-ac1f6b6435d0,8
4107f694-bb9a-11e8-b2b9-ac1f6b6435d0,16|0
419e82b2-bb9a-11e8-b2b9-ac1f6b6435d0,14|0
