database,name,organism,cell_type,cell_component,phenotype,channels,microscopy,dir_name,path,filename
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,063.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,064.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,065.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,066.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,067.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,068.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,069.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,070.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,071.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,072.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,073.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,074.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,075.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,076.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,077.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,078.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,079.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,080.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,081.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,082.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,083.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,084.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,085.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,086.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,087.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,088.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,089.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,090.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,091.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,092.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,093.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,094.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,095.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,096.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,097.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,098.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,099.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,100.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,101.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,102.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,103.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,104.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,105.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,106.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,107.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,108.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,109.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,110.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,111.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,112.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,113.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,114.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,115.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,116.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,117.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,118.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,119.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,120.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,121.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,122.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,123.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,124.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,125.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,126.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,127.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,128.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,129.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,130.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,131.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,132.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,133.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,134.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,135.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,136.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,137.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,138.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,139.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,140.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,141.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,142.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,143.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,144.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,145.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,146.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,147.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,148.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,149.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,150.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,151.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,152.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,153.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,154.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,155.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,156.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,157.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,158.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,159.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,160.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,161.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,162.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,163.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,164.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,165.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,166.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,167.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,168.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,169.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,170.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,171.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,172.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,173.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,174.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,175.png
Kaggle,Bacteria detection with darkfield microscopy,human|bacteria,red blood cell,,,darkfield,darkfield,kag_bacteria,/ferrero/stan_data/kag_bacteria,176.png
