database,name,organism,cell_type,cell_component,phenotype,channels,microscopy,dir_name,path,filename
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,71_4_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,64_4_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,68_1_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,83_1_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,55_2_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,81_1_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,53_4_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,72_1_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,56_2_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,58_1_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,72_3_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,57_3_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,80_1_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,79_1_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,69_1_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,49_2_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,59_1_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,56_4_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,50_4_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,61_2_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,74_1_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,71_2_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,60_2_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,76_1_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,57_1_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,62_4_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,68_4_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,58_3_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,82_4_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,70_3_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,74_2_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,50_1_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,78_1_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,52_2_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,66_4_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,55_3_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,66_3_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,58_4_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,73_2_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,65_4_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,61_4_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,68_2_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,80_3_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,69_2_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,61_3_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,62_2_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,82_1_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,70_2_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,73_4_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,52_4_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,69_4_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,78_4_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,64_1_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,51_3_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,78_4_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,53_3_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,73_1_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,54_2_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,59_3_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,78_1_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,61_3_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,67_2_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,55_1_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,65_2_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,82_1_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,49_1_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,54_3_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,57_4_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,63_1_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,52_2_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,52_3_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,73_4_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,59_4_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,49_1_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,53_4_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,76_2_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,82_4_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,81_3_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,77_1_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,67_1_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,69_4_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,74_3_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,68_3_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,83_2_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,54_4_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,73_3_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,64_2_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,81_1_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,67_4_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,71_1_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,74_4_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,63_1_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,65_3_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,51_1_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,60_1_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,73_3_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,52_3_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,77_4_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,59_1_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,74_1_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,74_3_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,78_2_0.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,62_4_1.JPG
Broad Bioimage Benchmark Collection,Human U2OS cells transfluor,human,U-2 OS,nucleus|cell membrane,,f_nucleus|f_cell membrane,fluorescence,bbbc015,/ferrero/stan_data/bbbc015/BBBC015_v1_images,56_1_1.JPG
