database,name,organism,cell_type,cell_component,phenotype,channels,microscopy,dir_name,path,filename
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_48257_213__1615__37_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_23183_1401__5101__17_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_121888_1886__5532__37_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_40954_122__2444__13_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_82050_1316__2447__47_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_8208_3142__3031__43_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_51735_2075__1675__31_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_78174_1902__2823__14_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_28233_765__3527__23_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_103329_459__6119__49_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_112656_3017__6062__20_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_87483_940__6187__27_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_64385_1107__3163__22_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_79230_1424__2894__23_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_57788_2480__6306__18_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_64536_1569__3514__27_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_93910_2687__3283__15_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_31302_896__4007__49_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_116593_2884__5598__45_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_95056_2475__3334__24_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_38602_942__4855__42_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_43822_387__2961__40_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_74431_2467__4658__34_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_65889_1506__4041__38_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_123782_1961__5538__45_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_22450_716__578__45_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_93105_2408__3429__11_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_81817_1416__2966__47_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_86097_1776__1305__46_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_26929_1708__4176__51_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_93593_2664__3324__13_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_12046_3561__5362__27_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_44463_386__2073__44_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_16593_3170__4128__10_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_65826_1914__3131__43_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_36224_977__4912__26_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_48377_736__1337__37_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_68023_1874__495__8_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_69163_1200__805__20_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_13248_3278__5757__50_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_13354_3320__5807__49_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_100624_556__5382__32_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_24723_1543__4849__32_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_35103_530__4722__20_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_28487_1009__3738__24_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_94187_2925__3448__16_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_121857_1700__5634__34_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_113979_3049__5997__27_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_45756_189__1151__12_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_5530_3204__3107__44_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_90733_415__6333__47_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_77538_1716__2455__11_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_99114_574__5425__31_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_123139_1352__5902__42_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_112916_2549__5268__22_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_68369_1907__434__20_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_122267_1945__5516__35_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_93942_2868__3448__15_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_101872_1007__5638__38_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_73464_2273__4768__23_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_10243_3361__752__26_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_120081_1761__5519__25_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_27198_155__3074__15_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_114501_2249__5368__32_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_105087_1841__6548__23_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_70645_1967__376__33_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_42323_210__2962__24_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_52993_2097__2052__7_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_59410_2791__6967__29_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_104168_496__6136__52_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_73318_2227__4904__26_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_53803_2168__2459__15_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_65938_1105__3661__43_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_12899_3367__5670__41_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_28445_624__3675__31_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_118419_2010__5161__16_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_114103_2848__5143__34_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_30314_260__3953__41_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_102708_777__5168__44_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_11873_3086__5544__25_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_17742_3186__4414__29_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_76999_2586__5114__52_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_56969_2159__3042__46_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_117937_2585__5967__51_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_53439_2558__2812__9_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_76402_2762__4688__49_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_85243_1103__1991__37_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_74141_2169__4914__29_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_32305_2632__791__8_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_5385_3451__3498__37_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_82960_1339__1873__11_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_115934_2494__5276__39_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_77985_1803__2129__13_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_104958_1248__6444__21_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_30782_106__3908__47_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_95942_2651__3276__41_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_98762_482__5415__22_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_82363_1400__2941__49_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_110379_2025__7140__51_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_42025_533__2972__28_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_35374_584__4646__22_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_32171_2530__883__6_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_106285_1491__6580__28_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_98059_250__5254__22_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_72822_2294__4375__19_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_123121_1297__6013__46_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_123901_1526__5809__45_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_12448_3534__5504__33_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_37812_617__4415__43_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_46966_670__1138__30_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_66793_1075__3261__48_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_83306_1755__1706__12_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_35199_26__4723__21_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_116938_2241__5208__47_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_40993_234__2428__17_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_53078_2634__2219__7_1.tif
Broad Bioimage Benchmark Collection,Human kidney cortex cells,human,collecting duct,nucleus,,f_nucleus,confocal,bbbc051,/ferrero/stan_data/bbbc051/CD_CNT/All_3D,object_122442_1910__5210__39_1.tif
