database,name,organism,cell_type,cell_component,phenotype,channels,microscopy,dir_name,path,filename
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-68-F-08-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-64-F-04-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-23-B-11-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-61-F-01-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-81-G-09-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-33-C-09-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-16-B-04-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-28-C-04-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-54-E-06-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-36-C-12-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-93-H-09-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-65-F-05-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-35-C-11-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-73-G-01-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-89-H-05-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-52-E-04-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-74-G-02-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-52-E-04-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-66-F-06-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-31-C-07-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-86-H-02-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-88-H-04-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-47-D-11-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-57-E-09-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-13-B-01-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-79-G-07-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-19-B-07-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-58-E-10-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-88-H-04-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-48-D-12-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-94-H-10-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-50-E-02-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-63-F-03-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-41-D-05-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-57-E-09-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-56-E-08-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-85-H-01-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-23-B-11-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-09-A-09-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-64-F-04-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-96-H-12-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-86-H-02-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-46-D-10-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-80-G-08-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-92-H-08-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-55-E-07-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-41-D-05-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-62-F-02-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-45-D-09-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-44-D-08-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-69-F-09-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-77-G-05-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-50-E-02-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-07-A-07-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-73-G-01-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-20-B-08-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-05-A-05-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-03-A-03-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-51-E-03-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-70-F-10-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-89-H-05-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-38-D-02-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-37-D-01-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-06-A-06-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-78-G-06-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-25-C-01-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-68-F-08-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-83-G-11-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-22-B-10-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-39-D-03-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-26-C-02-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-27-C-03-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-14-B-02-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-08-A-08-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-09-A-09-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-37-D-01-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-30-C-06-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-96-H-12-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-24-B-12-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-87-H-03-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-95-H-11-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-59-E-11-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-02-A-02-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-42-D-06-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-11-A-11-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-49-E-01-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-38-D-02-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-94-H-10-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-87-H-03-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-92-H-08-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-69-F-09-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-21-B-09-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-18-B-06-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-29-C-05-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-02-A-02-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-05-A-05-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-10-A-10-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-08-A-08-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-67-F-07-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 2-12-A-12-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-76-G-04-00.Bmp
Broad Bioimage Benchmark Collection,Human U2OS cells cytoplasm–nucleus translocation (2),human,mcf7|a549,nucleus,,f_nucleus,fluorescence,bbbc014,/ferrero/stan_data/bbbc014/BBBC014_v1_images,Channel 1-77-G-05-00.Bmp
